material_id,name_cn,name_en,category_1,entity_type,parent_id,required_images,recommended_images,optional_images,not_applicable_images,own_images,inherited_images,missing_required,missing_recommended,policy_status,policy_reason
rare_earth_magnesium,稀土镁合金,Rare-earth magnesium alloys,金属与合金,subfamily,magnesium_alloy,macro,micro,structure,,,,macro,micro,缺少必需图片,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
mg_we43,WE43,WE43 magnesium alloy,金属与合金,grade,rare_earth_magnesium,macro,,micro; structure,,,,macro,,缺少必需图片,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
commercial_nickel,工业纯镍,Commercially pure nickel,金属与合金,subfamily,nickel_alloy,macro,micro,structure,,,,macro,micro,缺少必需图片,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
ni_200,Ni 200,Nickel 200,金属与合金,grade,commercial_nickel,macro,,micro; structure,,,,macro,,缺少必需图片,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
nickel_copper_alloy,镍铜合金,Nickel-copper alloy,金属与合金,subfamily,nickel_alloy,macro,micro,structure,,,,macro,micro,缺少必需图片,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
monel_400,Monel 400,Monel 400 nickel-copper alloy,金属与合金,grade,nickel_copper_alloy,macro,,micro; structure,,,,macro,,缺少必需图片,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
nickel_chromium_alloy,镍铬合金,Nickel-chromium alloy,金属与合金,subfamily,nickel_alloy,macro,micro,structure,,,,macro,micro,缺少必需图片,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
inconel_600,Inconel 600,Inconel 600,金属与合金,grade,nickel_chromium_alloy,macro,,micro; structure,,,,macro,,缺少必需图片,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
nickel_chromium_molybdenum,镍铬钼耐蚀合金,Ni-Cr-Mo corrosion-resistant alloy,金属与合金,subfamily,nickel_alloy,macro,micro,structure,,,,macro,micro,缺少必需图片,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
hastelloy_c276,Hastelloy C-276,Hastelloy C-276,金属与合金,grade,nickel_chromium_molybdenum,macro,,micro; structure,,,,macro,,缺少必需图片,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
inconel_625,Inconel 625,Inconel 625,金属与合金,grade,nickel_chromium_molybdenum,macro,,micro; structure,,,,macro,,缺少必需图片,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
precious_metals,贵金属,Precious metals,金属与合金,family,,macro,micro,structure,,,,macro,micro,缺少必需图片,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
intermetallics,金属间化合物,Intermetallic compounds,金属与合金,family,,macro,micro,structure,,,,macro,micro,缺少必需图片,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
refractory_metals,难熔金属,Refractory metals,金属与合金,family,,macro,micro,structure,,,,macro,micro,缺少必需图片,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
superalloys,高温合金,Superalloys,金属与合金,family,,macro,micro,structure,,,,macro,micro,缺少必需图片,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
single_crystal_superalloy,单晶高温合金,Single-crystal superalloy,金属与合金,subfamily,nickel_superalloy,macro,micro,structure,,,,macro,micro,缺少必需图片,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
wrought_superalloy,变形高温合金,Wrought superalloy,金属与合金,subfamily,nickel_superalloy,macro,micro,structure,,,,macro,micro,缺少必需图片,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
gh4169,GH4169,GH4169 superalloy,金属与合金,grade,wrought_superalloy,macro,,micro; structure,,,,macro,,缺少必需图片,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
inconel_718,Inconel 718,Inconel 718,金属与合金,grade,wrought_superalloy,macro,,micro; structure,,,,macro,,缺少必需图片,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
powder_superalloy,粉末高温合金,Powder metallurgy superalloy,金属与合金,subfamily,nickel_superalloy,macro,micro,structure,,,,macro,micro,缺少必需图片,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
cast_superalloy,铸造高温合金,Cast superalloy,金属与合金,subfamily,nickel_superalloy,macro,micro,structure,,,,macro,micro,缺少必需图片,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
k418,K418,K418 cast superalloy,金属与合金,grade,cast_superalloy,macro,,micro; structure,,,,macro,,缺少必需图片,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
ferrous_metals,黑色金属,Ferrous metals,金属与合金,family,,macro,micro,structure,,,,macro,micro,缺少必需图片,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
duplex_stainless_steel,双相不锈钢,Duplex stainless steel,金属与合金,subfamily,stainless_steel,macro,micro,structure,,,macro,,micro,必需已满足，建议补充,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
ss_2205,2205,2205 duplex stainless steel,金属与合金,grade,duplex_stainless_steel,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
austenitic_stainless_steel,奥氏体不锈钢,Austenitic stainless steel,金属与合金,subfamily,stainless_steel,macro,micro,structure,,,macro,,micro,必需已满足，建议补充,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
ss_304,304,AISI 304 stainless steel,金属与合金,grade,austenitic_stainless_steel,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
ss_304l,304L,AISI 304L stainless steel,金属与合金,grade,austenitic_stainless_steel,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
ss_310s,310S,AISI 310S stainless steel,金属与合金,grade,austenitic_stainless_steel,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
ss_316,316,AISI 316 stainless steel,金属与合金,grade,austenitic_stainless_steel,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
ss_316l,316L,AISI 316L stainless steel,金属与合金,grade,austenitic_stainless_steel,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
ph_stainless_steel,沉淀硬化不锈钢,Precipitation-hardening stainless steel,金属与合金,subfamily,stainless_steel,macro,micro,structure,,,macro,,micro,必需已满足，建议补充,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
ss_17_4ph,17-4PH,17-4 PH stainless steel,金属与合金,grade,ph_stainless_steel,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
ferritic_stainless_steel,铁素体不锈钢,Ferritic stainless steel,金属与合金,subfamily,stainless_steel,macro,micro,structure,,,macro,,micro,必需已满足，建议补充,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
ss_430,430,AISI 430 stainless steel,金属与合金,grade,ferritic_stainless_steel,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
martensitic_stainless_steel,马氏体不锈钢,Martensitic stainless steel,金属与合金,subfamily,stainless_steel,macro,micro,structure,,,macro,,micro,必需已满足，建议补充,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
ss_410,410,AISI 410 stainless steel,金属与合金,grade,martensitic_stainless_steel,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
ss_420,420,AISI 420 stainless steel,金属与合金,grade,martensitic_stainless_steel,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
ss_440c,440C,AISI 440C stainless steel,金属与合金,grade,martensitic_stainless_steel,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
low_alloy_steel,低合金钢,Low-alloy steel,金属与合金,subfamily,steel,macro,micro,structure,,,macro,,micro,必需已满足，建议补充,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
cold_work_tool_steel,冷作模具钢,Cold-work tool steel,金属与合金,subfamily,tool_steel,macro,micro,structure,,,macro,,micro,必需已满足，建议补充,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
steel_cr12,Cr12,Cr12 tool steel,金属与合金,grade,cold_work_tool_steel,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
steel_cr12mov,Cr12MoV,Cr12MoV tool steel,金属与合金,grade,cold_work_tool_steel,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
steel_d2,D2,AISI D2 tool steel,金属与合金,grade,cold_work_tool_steel,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
plastic_mold_steel,塑料模具钢,Plastic mould steel,金属与合金,subfamily,tool_steel,macro,micro,structure,,,macro,,micro,必需已满足，建议补充,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
steel_p20,P20,AISI P20 mould steel,金属与合金,grade,plastic_mold_steel,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
hot_work_tool_steel,热作模具钢,Hot-work tool steel,金属与合金,subfamily,tool_steel,macro,micro,structure,,,macro,,micro,必需已满足，建议补充,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
steel_h13,H13,AISI H13 tool steel,金属与合金,grade,hot_work_tool_steel,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
carbon_tool_steel,碳素工具钢,Carbon tool steel,金属与合金,subfamily,tool_steel,macro,micro,structure,,,macro,,micro,必需已满足，建议补充,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
steel_t10,T10,T10 carbon tool steel,金属与合金,grade,carbon_tool_steel,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
steel_t12,T12,T12 carbon tool steel,金属与合金,grade,carbon_tool_steel,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
steel_t8,T8,T8 carbon tool steel,金属与合金,grade,carbon_tool_steel,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
steel_m2,M2,AISI M2 high-speed steel,金属与合金,grade,high_speed_steel,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
steel_w18cr4v,W18Cr4V,W18Cr4V high-speed steel,金属与合金,grade,high_speed_steel,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
steel_w6mo5cr4v2,W6Mo5Cr4V2,W6Mo5Cr4V2 high-speed steel,金属与合金,grade,high_speed_steel,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
machine_steel,机械制造用钢,Machine-building steel,金属与合金,subfamily,steel,macro,micro,structure,,,macro,,micro,必需已满足，建议补充,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
spring_steel,弹簧钢,Spring steel,金属与合金,subfamily,machine_steel,macro,micro,structure,,,macro,,micro,必需已满足，建议补充,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
steel_60si2mn,60Si2Mn,60Si2Mn spring steel,金属与合金,grade,spring_steel,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
steel_65mn,65Mn,65Mn spring steel,金属与合金,grade,spring_steel,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
carburizing_steel,渗碳钢,Carburizing steel,金属与合金,subfamily,machine_steel,macro,micro,structure,,,macro,,micro,必需已满足，建议补充,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
steel_20cr,20Cr,20Cr alloy steel,金属与合金,grade,carburizing_steel,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
steel_20crmnti,20CrMnTi,20CrMnTi gear steel,金属与合金,grade,carburizing_steel,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
quenched_tempered_steel,调质钢,Quenched and tempered steel,金属与合金,subfamily,machine_steel,macro,micro,structure,,,macro,,micro,必需已满足，建议补充,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
steel_35crmo,35CrMo,35CrMo alloy steel,金属与合金,grade,quenched_tempered_steel,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
steel_40cr,40Cr,40Cr alloy steel,金属与合金,grade,quenched_tempered_steel,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
steel_42crmo,42CrMo,42CrMo alloy steel,金属与合金,grade,quenched_tempered_steel,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
bearing_steel,轴承钢,Bearing steel,金属与合金,subfamily,machine_steel,macro,micro,structure,,,macro,,micro,必需已满足，建议补充,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
steel_gcr15,GCr15,GCr15 bearing steel,金属与合金,grade,bearing_steel,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
electrical_steel,电工钢,Electrical steel,金属与合金,subfamily,steel,macro,micro,structure,,,macro,,micro,必需已满足，建议补充,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
structural_steel,结构钢,Structural steel,金属与合金,subfamily,steel,macro,micro,structure,,,macro,,micro,必需已满足，建议补充,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
hsla_steel,低合金高强度结构钢,High-strength low-alloy steel,金属与合金,subfamily,structural_steel,macro,micro,structure,,,macro,,micro,必需已满足，建议补充,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
carbon_structural_steel,普通碳素结构钢,Carbon structural steel,金属与合金,subfamily,structural_steel,macro,micro,structure,,,macro,,micro,必需已满足，建议补充,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
q235,Q235,Q235 structural steel,金属与合金,grade,carbon_structural_steel,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
q275,Q275,Q275 structural steel,金属与合金,grade,carbon_structural_steel,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
unalloyed_steel,非合金钢,Non-alloy steel,金属与合金,subfamily,steel,macro,micro,structure,,,macro,,micro,必需已满足，建议补充,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
medium_carbon_steel,中碳钢,Medium-carbon steel,金属与合金,subfamily,unalloyed_steel,macro,micro,structure,,,macro,,micro,必需已满足，建议补充,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
steel_35,35钢,Grade 35 carbon steel,金属与合金,grade,medium_carbon_steel,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
steel_45,45钢,Grade 45 carbon steel,金属与合金,grade,medium_carbon_steel,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
steel_50,50钢,Grade 50 carbon steel,金属与合金,grade,medium_carbon_steel,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
low_carbon_steel,低碳钢,Low-carbon steel,金属与合金,subfamily,unalloyed_steel,macro,micro,structure,,,macro,,micro,必需已满足，建议补充,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
steel_20,20钢,Grade 20 carbon steel,金属与合金,grade,low_carbon_steel,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
high_carbon_steel,高碳钢,High-carbon steel,金属与合金,subfamily,unalloyed_steel,macro,micro,structure,,,macro,,micro,必需已满足，建议补充,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
steel_65,65钢,Grade 65 carbon steel,金属与合金,grade,high_carbon_steel,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
steel_70,70钢,Grade 70 carbon steel,金属与合金,grade,high_carbon_steel,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
chilled_cast_iron,冷硬铸铁,Chilled cast iron,金属与合金,subfamily,cast_iron,macro,micro,structure,,,macro,,micro,必需已满足，建议补充,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
malleable_cast_iron,可锻铸铁,Malleable cast iron,金属与合金,subfamily,cast_iron,macro,micro,structure,,,macro,,micro,必需已满足，建议补充,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
cast_kth350_10,KTH350-10,KTH350-10 malleable cast iron,金属与合金,grade,malleable_cast_iron,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
austenitic_cast_iron,奥氏体铸铁,Austenitic cast iron,金属与合金,subfamily,cast_iron,macro,micro,structure,,,macro,,micro,必需已满足，建议补充,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
gray_cast_iron,灰铸铁,Grey cast iron,金属与合金,subfamily,cast_iron,macro,micro,structure,,,macro,,micro,必需已满足，建议补充,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
cast_ht200,HT200,HT200 grey cast iron,金属与合金,grade,gray_cast_iron,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
cast_ht250,HT250,HT250 grey cast iron,金属与合金,grade,gray_cast_iron,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
ductile_cast_iron,球墨铸铁,Ductile iron,金属与合金,subfamily,cast_iron,macro,micro,structure,,,macro,,micro,必需已满足，建议补充,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
cast_qt400_18,QT400-18,QT400-18 ductile iron,金属与合金,grade,ductile_cast_iron,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
cast_qt500_7,QT500-7,QT500-7 ductile iron,金属与合金,grade,ductile_cast_iron,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
cast_qt600_3,QT600-3,QT600-3 ductile iron,金属与合金,grade,ductile_cast_iron,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
white_cast_iron,白口铸铁,White cast iron,金属与合金,subfamily,cast_iron,macro,micro,structure,,,macro,,micro,必需已满足，建议补充,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
heat_resistant_cast_iron,耐热铸铁,Heat-resistant cast iron,金属与合金,subfamily,cast_iron,macro,micro,structure,,,macro,,micro,必需已满足，建议补充,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
compacted_graphite_iron,蠕墨铸铁,Compacted graphite iron,金属与合金,subfamily,cast_iron,macro,micro,structure,,,macro,,micro,必需已满足，建议补充,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
cast_rut420,RuT420,RuT420 compacted graphite iron,金属与合金,grade,compacted_graphite_iron,macro,,micro; structure,,,macro,,,已满足配图策略,金属牌号不默认要求独立显微组织或结构图，父级图片可作为参考。
high_chromium_cast_iron,高铬耐磨铸铁,High-chromium wear-resistant cast iron,金属与合金,subfamily,cast_iron,macro,micro,structure,,,macro,,micro,必需已满足，建议补充,金属宏观形态用于识别材料与产品，显微组织具有较高教学价值。
tpe_s,TPE-S,Styrenic thermoplastic elastomer,高分子材料,material,elastomers,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
tpo,TPO,Thermoplastic polyolefin,高分子材料,material,elastomers,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
tpu,TPU,Thermoplastic polyurethane elastomer,高分子材料,material,elastomers,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
tpv,TPV,Thermoplastic vulcanizate,高分子材料,material,elastomers,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
iir,丁基橡胶,Butyl rubber,高分子材料,material,elastomers,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
nbr,丁腈橡胶,Nitrile rubber,高分子材料,material,elastomers,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
sbr,丁苯橡胶,Styrene-butadiene rubber,高分子材料,material,elastomers,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
epdm,三元乙丙橡胶,EPDM rubber,高分子材料,material,elastomers,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
hnbr,氢化丁腈橡胶,Hydrogenated nitrile rubber,高分子材料,material,elastomers,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
cr_rubber,氯丁橡胶,Chloroprene rubber,高分子材料,material,elastomers,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
br,顺丁橡胶,Polybutadiene rubber,高分子材料,material,elastomers,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
unsaturated_polyester_resin,不饱和聚酯树脂,Unsaturated polyester resin,高分子材料,material,thermosetting_resins,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
vinyl_ester_resin,乙烯基酯树脂,Vinyl ester resin,高分子材料,material,thermosetting_resins,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
bisphenol_a_epoxy,双酚A型环氧树脂,Bisphenol-A epoxy resin,高分子材料,variant,epoxy_resin,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
bismaleimide_resin,双马来酰亚胺树脂,Bismaleimide resin,高分子材料,material,thermosetting_resins,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
silicone_resin,有机硅树脂,Silicone resin,高分子材料,material,thermosetting_resins,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
cyanate_ester_resin,氰酸酯树脂,Cyanate ester resin,高分子材料,material,thermosetting_resins,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
phenolic_resin,酚醛树脂,Phenolic resin,高分子材料,material,thermosetting_resins,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
novolac_epoxy,酚醛环氧树脂,Novolac epoxy resin,高分子材料,variant,epoxy_resin,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
ectfe,ECTFE,Ethylene chlorotrifluoroethylene,高分子材料,material,fluoropolymers,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
etfe,ETFE,Ethylene tetrafluoroethylene,高分子材料,material,fluoropolymers,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
fep,FEP,Fluorinated ethylene propylene,高分子材料,material,fluoropolymers,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
pfa,PFA,Perfluoroalkoxy alkane,高分子材料,material,fluoropolymers,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
pvdf,PVDF,Polyvinylidene fluoride,高分子材料,material,fluoropolymers,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
mxd6,MXD6,Polyamide MXD6,高分子材料,material,polyamide,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
pa11,PA11,Polyamide 11,高分子材料,material,polyamide,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
pa12,PA12,Polyamide 12,高分子材料,material,polyamide,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
pa46,PA46,Polyamide 46,高分子材料,material,polyamide,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
pa6,PA6,Polyamide 6,高分子材料,material,polyamide,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
pa610,PA610,Polyamide 610,高分子材料,material,polyamide,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
pa612,PA612,Polyamide 612,高分子材料,material,polyamide,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
pa66,PA66,Polyamide 66,高分子材料,material,polyamide,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
pa6t,PA6T,Polyamide 6T,高分子材料,material,polyamide,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
pa9t,PA9T,Polyamide 9T,高分子材料,material,polyamide,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
gf_pa6,玻纤增强PA6,Glass-fibre-reinforced PA6,高分子材料,variant,polyamide,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
gf_pa66,玻纤增强PA66,Glass-fibre-reinforced PA66,高分子材料,variant,polyamide,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
pct,PCT,Polycyclohexylenedimethylene terephthalate,高分子材料,material,thermoplastic_polyesters,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
pen,PEN,Polyethylene naphthalate,高分子材料,material,thermoplastic_polyesters,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
petg,PETG,Glycol-modified PET,高分子材料,variant,pet,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
pp_homopolymer,均聚PP,Polypropylene homopolymer,高分子材料,variant,polypropylene,macro,structure,micro,,,,macro,structure,缺少必需图片,高分子优先展示样品形态与分子、重复单元、交联网络或功能机理。
